episode,act,title,contributors,description,episode-act
353,0.01,Act One. The Prez Vs. The Commish.,Ira Glass,"
Ira Glass tells the story of a little-known treaty dispute with far-reaching ramifications for our understanding of executive power. The dispute is between the President and one of his appointees...to the International Boundary Commission with Canada. This little-known commission carried out its function without fanfare or incident for over a hundred years, until a couple of retirees in Washington State built a wall in their backyard and, quite literally, set off an international incident. (23 minutes) Government • Legal System • Politics • Presidents Ira Glass
 ",353.01
353,0.02,Act Two. This American Wife.,Jack Hitt,"
This American Life contributor Jack Hitt uncovers a strange practice within the U.S. Citizenship and Immigration Service. If a foreign national marries a U.S. citizen and schedules an interview for a green card, but the U.S. citizen dies before the interview takes place, the foreign national is scheduled for deportation with no appeal—even if the couple has children who are U.S. citizens. Jack talks with Brent Renison, a lawyer who's representing over 130 people in this situation, mostly widows, who are seeking to overturn the Immigration Service's rule. (20 minutes) Government • Immigration • Legal System Jack Hitt
 
Song:
""Goodbye"", The Postmarks
 
",353.02
353,0.03,Act Three. 44.,"Charlie Savage, Ira Glass","
Ira Glass interviews Charlie Savage, a Pulitzer Prize-winning reporter for the Boston Globe, who's written a book called Takeover: The Return of the Imperial Presidency and the Subversion of American Democracy about the ways the Bush Administration claims executive powers that other presidents haven't claimed. Charlie talks with Ira about the current candidates for President and their views on the scope of executive power. (4 minutes) Government • Legal System • Politics • Presidents Charlie Savage
Ira Glass
 ",353.03
354,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks about the way most political apologies go, and chats with a man named Derek Jones about similar sorts of apologies among preteen girls and King David, in the Old Testament. (7 minutes) Funny • Government • Religion Ira Glass
 ",354.0
354,0.01,Act One. You’re As Cold As Ice.,Sam Shaw,"
In the late 1960s, a California TV repairman named Bob Nelson joined a group of enthusiasts who believed they could cheat death with a new technology called cryonics. But freezing dead people so scientists can reanimate them in the future is a lot harder than it sounds. Harder still was admitting to the family members of people Bob had frozen that he'd screwed up. Sam Shaw reports. (42 minutes) Business • Death • Science Sam Shaw
 
Song:
""So Sorry"", Feist
 
",354.01
354,0.02,Act Two. You’re Willing To Sacrifice Our Love.,"Jonathan Goldstein, Sarah Vowell, Sean Cole, Shalom Auslander, Starlee Kine, David Rakoff","
There's a famous William Carlos Williams poem called ""This is Just to Say"". It's about, among other things, causing a loved one inconvenience and offering a non-apologizing apology. It's only three lines long, you've probably read it...the one about eating the plums in the icebox. Marketplace reporter (and published poet) Sean Cole explains that this is possibly the most spoofed poem around. We asked some of our regular contributors to get into the act. Sarah Vowell, David Rakoff, Starlee Kine, Jonathan Goldstein, Shalom Auslander and Heather O'Neill, all came up with their own variations of Williams's classic lines. (7 minutes) Funny • Poetry Jonathan Goldstein
Sarah Vowell
Sean Cole
Shalom Auslander
Starlee Kine
David Rakoff
 ",354.02
354,0.21,Credits.,,Credits,354.21
355,0.0,Prologue.,Ira Glass,"
Host Ira Glass talks with an NPR business and economics correspondent about two gatherings he attended—one at the Ritz Carlton and one at a community college in Brooklyn. The first was an awards dinner for finance professionals who created the mortgage-based financial instruments that nearly brought down the global economic system. The other was a non-profit conference for people facing foreclosure. Ira explains that today's show lays out how the finance guys and the people facing foreclosure are connected by a chain of middlemen, and that together, they all brought about the current housing and credit crisis. (4 minutes) Business • Economics • Housing Ira Glass
 ",355.0
355,0.01,Act One.,"Adam Davidson, Alex Blumberg, Planet Money","
This American Life producer Alex Blumberg teams up with NPR's Adam Davidson for the entire hour to tell the story—the surprisingly entertaining story—of how the U.S. got itself into a housing crisis. They talk to people who were actually working in the housing, banking, finance and mortgage industries, about what they thought during the boom times, and why the bust happened. And they explain that a lot of it has to do with the giant global pool of money. (30 minutes)Business • Economics • Government • Housing Adam Davidson
Alex Blumberg
Planet Money
 
Song:
""Hard Times"", The Sex-o-Rama Soundtrack
 
",355.01
355,0.02,Act Two.,"Adam Davidson, Alex Blumberg, Planet Money","
Alex and Adam's story continues. (23 minutes)Business • Economics • Government • Housing Adam Davidson
Alex Blumberg
Planet Money
 ",355.02
355,0.21,Credits.,,Credits,355.21
356,0.0,Prologue.,Ira Glass,"
Host Ira Glass recalls the case of the so-called Detroit Sleeper Cell—four men, arrested in the weeks after 9/11, accused of plotting terrorist attacks. Ira explains that the entire program will be devoted to the story of the man who prosecuted the case...an up-and-coming prosecutor in the Department of Justice, Richard G. Convertino. (1 minute) Criminal Justice • Legal System • Terrorism Ira Glass
 ",356.0
356,0.01,Act One. Conviction.,Petra Bartosiewicz,"
Reporter Petra Bartosiewicz tells the first half of Rick Convertino's story. The Detroit Sleeper case was one of the earliest Justice Department victories in the war on terror. But that victory was overturned, and you could argue that the thing that overturned it was that most banal yet powerful of forces: Office politics. (29 minutes) Criminal Justice • Legal System • Politics • Terrorism Petra Bartosiewicz
 ",356.01
356,0.02,Act Two. Retaliation.,Petra Bartosiewicz,"
Reporter Petra Bartosiewicz's story continues. Tensions between Rick and his bosses at the Justice Department escalate: They demote him, he sues them, they put him on trial for criminal misconduct, in the very same federal court house where we won the Sleeper Cell case. (26 minutes) 
Petra is writing a book on this and other Justice Department cases in the war on terror called The Best Terrorists We Could Find. Criminal Justice • Legal System • Terrorism Petra Bartosiewicz
 ",356.02
356,0.21,Credits.,,Credits,356.21
357,0.0,Prologue.,,"
Host Ira Glass talks with a high school senior about the lies she tells her mom, and if she'll ever reveal the truth. (4 minutes) Mothers • Teenagers ",357.0
357,0.01,Act One. Lieland.,Etgar Keret,"
Actor Dermot Mulroney reads a new short story by Israeli
writer Etgar Keret. Etgar Keret's most recent book is the short story collection, The Girl on the Fridge. (19 minutes) Fiction Etgar Keret
 
Song:
""Truth Cult"", Lungfish
 
",357.01
357,0.02,Act Two. The Spy Who Bugged Me.,,"
Lawrence Wright is a reporter for the New Yorker Magazine, and an author of
the bestselling book on Al Qaeda, The Looming Tower. He's also one of the few people in America who can say definitively that he was targeted by the U.S. Government's warrantless wiretappping program, first exposed on the front page of The New York Times. He tells the story of how he knew his phone calls were listened to...and how he then went on to question the head of US intelligence, Mike McConnell,
about it. (17 minutes) 
Lawrence Wright first wrote about his experiences in an article in The New
Yorker, called ""The Spymaster."" His latest article in the magazine is called ""The Rebellion Within. Government • Journalism • Terrorism 
Song:
""Don't You Lie to Me"", Chuck Berry
 
",357.02
357,0.03,Act Three. Rosa In The Study With The Atm Card.,,"
A woman's elderly father has several hired caretakers who help him throughout the day. When one of the caretakers accuses another one of stealing from father, it's up to his daughter to figure out the truth. (17 minutes)Crime • Health Care/Medicine ",357.03
357,0.21,Credits.,,Credits,357.21
358,0.0,Prologue.,Alex Kotlowitz,"
Tim White used to be a gang leader in Chicago, but now he's a ""violence interrupter"" for a program called CeaseFire. Host Ira Glass talks to Tim about his work, and why he thinks it can keep young gang members from killing each other. We learned about Tim from TAL contributor Alex Kotlowitz, who wrote about CeaseFire for The New York Times Magazine. (8 minutes) Activism • Criminal Justice Alex Kotlowitz
 ",358.0
358,0.01,"Act One. Choosers, Not Beggars.",Lu Olkowski,"
Gregory Deloatch and Daniel Canada dreamed of being writers, but normal life—marriage, jobs, paying the rent—always got in the way. To pursue their dream, the two friends embarked on an
unusual experiment. Lu Olkowski tells the story of how it turned out. Check out Hobo Bob's and Obsidian's blogs, and learn more about their event, The Shout Out. (28 minutes)Alcohol • Friendship • Homelessness • Writing Lu Olkowski
 
Song:
""Sower of Systems"", Lungfish
 
",358.01
