episode	month	day	year	title	description	imageurl	url
99	04	10	1998	I Enjoy Being A Girl, Sort Of	"
Variations on what it means to be a girl and what it means to be a woman. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h99_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/99
100	04	24	1998	Radio	"
For the 100th episode of This American Life, a radio show about the pleasures of radio. About what makes radio so great ... and what makes it so terrible. "	//hw4.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h100_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/100
101	05	01	1998	Niagara	"
During this hour, a special edition of our show: Stories about Niagara Falls, half of them from documentary producer Alix Spiegel, who went to the Falls and interviewed people living there; and half from playwright David Kodeski, who grew up in the town of Niagara Falls. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h101_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/101
102	05	22	1998	Road Trip!	"
With all the American movies and songs and books about the joy of the open road, it's hard for an American to take just a normal road trip without huge expectations. "	//hw1.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h102_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/102
103	05	29	1998	Scenes from A Transplant	"
An NPR reporter leaves her three-year-old son and heads to Omaha—for cancer treatment—a last chance to save her life. After years of covering stories about medicine, Rebecca Perl enters the hospital as a patient. She moves from the world of healthy people into the world of sick ones. What she sees and what she learns. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/s103_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/103
104	06	05	1998	Music Lessons	"
What's frustrating about music lessons, what's miraculous about them, and what they actually teach us. This show was recorded in front of a live audience at the Yerba Buena Center for the Arts in San Francisco, with help from KQED-FM, during the 1998 Public Radio Conference in San Francisco. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h104_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/104
105	06	12	1998	Take A Negro Home	"
Two stories of people who try to cross the color line — and why it's still so hard. We hear the story of a failed interracial marriage and the story of a teenager from a poor inner city neighborhood (Cedric Jennings, pictured) who ends up at an Ivy League University — and how he barely survives there. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/v105_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/105
106	06	19	1998	Father's Day '98	"
For this Father's Day, stories in which fathers and their kids sit down and try to have an honest moment together. And stories about fathers who aren't close with their kids. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h106_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/106
107	07	03	1998	Trail of Tears	"
Writer Sarah Vowell and her twin sister re-trace the ""Trail of Tears"" — the route their Cherokee ancestors took when expelled from their own land by President Andrew Jackson. "	//hw1.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h107_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/107
108	08	07	1998	Truth and Lies at Age Ten	"
Two stories of children lying to themselves and others. A woman who'd been diagnosed with cystic fibrosis talks about the lies she told herself as a child. And Dan Gediman tells the story of how he was cast in the public TV show Zoom, which aired from 1972 to 1979, at the age of ten. Then he was cut from the cast before the show ever went on the air. So for years, he lied about it. He let friends believe he was on Zoom. "	//hw4.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/v108_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/108
109	08	28	1998	Notes on Camp	"
Stories of summer camp. People who love camp say that non-camp people simply don't understand what's so amazing about camp. In this program, we attempt to bridge the gap of misunderstanding between camp people and non-camp people. "	//hw4.thisamericanlife.org/sites/default/files/imagecache/large_square/episodes/notes-on-camp-th.png	https://hw2.thisamericanlife.org/radio-archives/episode/109
110	09	04	1998	Mapping	"
Five ways of mapping the world. One story about people who make maps the traditional way — by drawing things we can see. And other stories about people who map the world using smell, sound, touch, and taste. The world redrawn by the five senses. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/s110_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/110
111	09	11	1998	Adventures in the Simple Life	"
I thought this was supposed to be easy. Tales from the simple life. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h111_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/111
112	10	02	1998	Ladies and Germs	"
Germs, and how they make us leave the world of rational thinking. "	//hw4.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/v112_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/112
113	10	16	1998	Windfall	"
What happens when you suddenly strike it rich. And the power money has over our lives, for good and bad. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/episodes/8630573_ee180cfe03.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/113
114	10	23	1998	Last Words	"
Stories of people's last words before death. Their one last shot at figuring things out, summing things up. One last moment of asserting the fact of our existence, at the moment of our annihilation. "	//hw1.thisamericanlife.org/sites/default/files/imagecache/large_square/episodes/92986414_5756995004.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/114
115	11	13	1998	First Day	"
Stories of the first day on the job, the first day in a relationship, the first day in school. On the first day, any first day, we're expected to live by the rules and customs of the culture we're entering, but we don't know those rules and customs just yet. "	//hw2.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h115_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/115
116	11	27	1998	Poultry Slam 1998	"
For Thanksgiving, the time of year when poultry consumption is highest, it's our annual program about turkeys, chickens, and fowl of all types. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/episodes/116_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/116
117	12	11	1998	You Gonna Eat That?	"
The family table is stage on which many family dramas are played out. We hear three stories...of three families...at three meals. "	//hw2.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/s117_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/117
118	12	18	1998	What You Lookin' At?	"
Stories about seeing and being seen. Taped before a live audience in Town Hall in New York City in December 1998, this was a co-production with WNYC New York, featuring live music by the pop band They Might Be Giants and the This American Life Orchestra. "	//hw2.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h118_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/118
119	01	08	1999	Lockup	"
With the number of prisoners in the United States rising rapidly, we present stories of their lives and the lives of their families and children. "	//hw4.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h119_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/119
120	01	22	1999	Be Careful Who You Pretend to Be	"
Three stories of people pretending to be something they're not, and what happens to them. "	//hw2.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h120_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/120
121	01	29	1999	Twentieth Century Man	"
One thing that makes our country different from most others is this idea that you can re-create yourself as someone you'd prefer to be...sell everything off, head out west, start a new life.  But what happens if you're too good at it?  At throwing everything out and starting over?
"	//hw1.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/v121_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/121
122	02	12	1999	Valentine's Day '99	"
For Valentine's Day, stories of impossible love and heartbreak. "	//hw4.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h122_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/122
123	02	26	1999	High Cost of Living	"
Stories of people who choose not to live every moment to the fullest or smell the roses, and instead choose to withdraw from life, to make themselves numb. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h123_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/123
124	03	19	1999	Welcome to America	"
Stories of people moving to this country: what they see and hear about America that those of us who were born here don't necessarily see. "	//hw1.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/v124_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/124
125	04	02	1999	Apocalypse	"
Stories of the end of the world. More people believe it's more imminent than you probably realize. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/s125_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/125
126	04	09	1999	Do-Gooders	"
Stories of people trying to do good: Why they often fail and why they occasionally succeed. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h126_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/126
127	04	16	1999	Pimp Anthropology	"
This entire show is devoted to just one story. A former pimp tells how he and three childhood friends became pimps in the 1970s in Oakland, California. He explains all the elaborate ""rules of the game"" among pimps and prostitutes of that era. He didn't have the stomach for the violence of pimping, and failed as a pimp because of that. Tamar Brott reports. "	//hw2.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/s127_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/127
128	04	30	1999	Four Corners	"
There's a tourist monument called Four Corners, where Arizona, Colorado, Utah and New Mexico meet. In this episode, we try to tell the story of life in America through portraits of life on four different corners, in four different states across the nation. "	//hw3.thisamericanlife.org/sites/default/files/imagecache/large_square/photos/large/h128_lg.jpg	https://hw2.thisamericanlife.org/radio-archives/episode/128
